"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","19/453","154/23355",1.71415544633532e-10,4.93248229682987e-08,3.0843520695573e-08,"Igfbp5/Cebpb/Gnas/Sox2/Wwtr1/Id3/Atraid/Sfrp1/Fgfr1/Jund/Fermt2/Sox9/Id2/Rorb/Cebpd/Il6st/Bmpr1b/Tob1/Ctnnbip1",19
"GO:0045444","GO:0045444","fat cell differentiation","24/453","259/23355",2.95495052085189e-10,8.00270129294242e-08,5.00420413283587e-08,"Cebpb/Foxo1/Wwtr1/Klf4/Zfp36/Sfrp1/Fermt2/Rora/Id4/Id2/Zfp36l1/Aldh6a1/Dio2/Ttc8/Hes1/Zfp36l2/Tcf7l2/Nr1d1/Sirt2/Cebpd/Sort1/Rarres2/Ap1s2/Nr4a1",24
"GO:0050808","GO:0050808","synapse organization","33/453","486/23355",5.44122855824034e-10,1.31849559379676e-07,8.24474244143343e-08,"Lrp4/Prnp/Chmp4b/Bcan/Tnc/Epha5/Sparcl1/Ptn/Apoe/Chchd10/Gpm6a/Ndrg2/Pcdh8/Myo6/Ephb1/Dag1/Sparc/Ntrk2/Ctnnd2/Nrxn1/Malat1/Nrxn2/Sorbs1/Ncan/Kif1a/Clstn1/Tpbg/Ptprf/Plxnb1/Fgfr2/Sybu/Ntrk3/Slc7a11",33
"GO:0043491","GO:0043491","protein kinase B signaling","21/453","206/23355",6.81875992909144e-10,1.49493193873986e-07,9.34802426369177e-08,"Lmbrd1/Igfbp5/F3/Klf4/Cavin3/Fgfr1/Fermt2/Sesn3/Dag1/Tmem100/Sox9/Slc9a3r1/Ntrk2/Zfp36l1/Nrxn1/Tcf7l2/Tpbg/Chil1/Sirt2/Phlpp1/Ntrk3",21
"GO:0070997","GO:0070997","neuron death","30/453","422/23355",1.16005590156328e-09,2.22537390449889e-07,1.39155828542788e-07,"Bcl2/Btg2/Prnp/Chmp4b/Cebpb/Gclm/Jun/Ppt1/Pink1/Ptprz1/Apoe/Lrp1/Mt3/Mt1/Clu/Neo1/Ephb1/Ntrk2/Fos/Nrbp2/Nr3c1/Egln3/Cntfr/Ppp2r2b/Ptprf/Sorl1/Retreg1/Tgfb2/Slc7a11/Ddit4",30
"GO:0031099","GO:0031099","regeneration","18/453","154/23355",1.26483689426232e-09,2.32932362447349e-07,1.45655953928734e-07,"Bcl2/Cebpb/Klf4/Tnc/Jun/Hopx/Ptn/Cd9/Rgma/Cd81/Gja1/Lrp1/Neo1/Gfap/Hgf/Ptprf/Ntrk3/Prrx1",18
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","25/453","312/23355",2.6189016029794e-09,4.63747037696814e-07,2.89987687617355e-07,"Sirpa/Notch2/Klf4/Jun/Camk2n1/Apoe/Cavin3/Timp3/Lrp1/Mt3/Fermt2/Ndrg2/Ephb1/Gnai2/Slc9a3r1/Nrxn1/Pdgfrb/Camk2d/Tpbg/Dusp1/Chil1/Phlpp1/Fgfr2/Dmd/Ntsr2",25
"GO:0033002","GO:0033002","muscle cell proliferation","22/453","245/23355",2.95767943599715e-09,4.91609646340632e-07,3.0741057724213e-07,"Igfbp5/Kcnk2/S1pr1/Klf4/Jun/Hes5/Gja1/Fgfr1/Cyba/Ndrg2/Ephb1/Gnai2/Id2/Pdgfrb/Pdcd4/Tcf7l2/Camk2d/Adamts1/Fgfr2/Tgfb2/Ctnnbip1/Rgs5",22
"GO:0010959","GO:0010959","regulation of metal ion transport","24/453","291/23355",3.09658552212822e-09,4.91609646340632e-07,3.0741057724213e-07,"Bcl2/Dbi/Atp1b1/Atp1a2/Prnp/S100a1/Gem/Adcyap1r1/Fxyd1/Gja1/Saraf/Gnao1/Cyba/Gnai2/Atp1b2/Hspa2/Tmbim6/Hes1/Pdgfrb/Camk2d/Dmd/Pacsin3/Tgfb2/Usp2",24
"GO:0045598","GO:0045598","regulation of fat cell differentiation","17/453","148/23355",4.7738545497057e-09,7.32627544894835e-07,4.58122533103336e-07,"Cebpb/Foxo1/Wwtr1/Zfp36/Sfrp1/Fermt2/Rora/Id4/Id2/Zfp36l1/Hes1/Zfp36l2/Tcf7l2/Nr1d1/Sirt2/Sort1/Rarres2",17
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","18/453","171/23355",6.84892378706101e-09,9.85388909863403e-07,6.16177847289864e-07,"Igfbp5/S1pr1/Klf4/Jun/Hes5/Gja1/Cyba/Ndrg2/Gnai2/Id2/Pdgfrb/Pdcd4/Tcf7l2/Camk2d/Adamts1/Fgfr2/Ctnnbip1/Rgs5",18
"GO:0061351","GO:0061351","neural precursor cell proliferation","19/453","193/23355",7.95102028948128e-09,1.08386963343824e-06,6.77759259100457e-07,"Btg2/Slc16a2/Sox2/Foxo1/Ptprz1/Ptn/Nr2e1/Fgfr1/Rora/Ephb1/Gnai2/Acsl6/Id4/Id2/Kif1a/Sirt2/Rsu1/Fgfr2/Fabp7",19
"GO:0016042","GO:0016042","lipid catabolic process","25/453","330/23355",8.1591809508953e-09,1.08386963343824e-06,6.77759259100457e-07,"Acadl/Plcd4/Dbi/Prdx6/Scp2/Ppt1/Naaa/Mgll/Apoe/Crtc3/Smpdl3a/Psap/Lrp1/Mt3/Abhd4/Gm2a/Thra/Acox1/Pla2g7/Acaa2/Plce1/Sirt2/Sorl1/Rarres2/Apoc1",25
"GO:0022612","GO:0022612","gland morphogenesis","17/453","154/23355",8.766192081125e-09,1.12109856504165e-06,7.01039045084119e-07,"Igfbp5/Bcl2/Cebpb/Notch2/Tnc/Ptn/Sfrp1/Fgfr1/Dag1/Sox9/Slc9a3r1/Id4/Nr3c1/Csmd1/Hgf/Fgfr2/Tfap2c",17
"GO:0032922","GO:0032922","circadian regulation of gene expression","12/453","70/23355",9.43371412235655e-09,1.17385999511701e-06,7.34031525594457e-07,"Ogt/Id3/Per3/Bhlhe40/Cavin3/Rora/Id4/Id2/Cry2/Nr1d1/Bhlhe41/Usp2",12
"GO:0019216","GO:0019216","regulation of lipid metabolic process","26/453","359/23355",1.03762097913738e-08,1.25715973367066e-06,7.86120049291063e-07,"Acadl/Acsl3/Dbi/Ppp2r5a/Mid1ip1/Atp1a1/Scp2/Apoe/Crtc3/Dkk3/Cd81/Psap/Slc27a1/Rora/Thra/Sox9/Id2/Nr3c1/Pdgfrb/Sorbs1/Tcf7l2/Nr1d1/Pik3ip1/Sorl1/Rarres2/Apoc1",26
"GO:0071456","GO:0071456","cellular response to hypoxia","14/453","103/23355",1.24771765099751e-08,1.41626510855967e-06,8.85610926862382e-07,"Bcl2/Kcnk2/Ogt/Ddah1/Pink1/Rgcc/Rora/Zfp36l1/Tmbim6/Cbs/Acaa2/Egln3/Sirt2/Nfe2l2",14
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","20/453","221/23355",1.3622536194826e-08,1.49328944383283e-06,9.33775350697969e-07,"Bcl2/Ptpra/Sdc4/Gpm6b/Limch1/Ptprz1/Ptn/Lrp1/Calr/Fam107a/Vcl/Fermt2/Dag1/Cspg5/Emp2/Ccdc80/Vit/Rsu1/Pdpn/Dmd",20
"GO:0008544","GO:0008544","epidermis development","24/453","319/23355",1.86059716562645e-08,1.94686121603277e-06,1.2174002985618e-06,"Igfbp5/Bcl2/Dbi/Lrp4/Gnas/Klf4/Hes5/Zfp36/Psap/Fgfr1/Tnfrsf19/Myo6/Sox9/Slc9a3r1/Ctsl/Zfp36l1/Trps1/Hes1/Fgfr2/Celsr1/Tgfb2/Tfap2c/Maff/Txnip",24
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","22/453","272/23355",2.01303673940805e-08,2.02867321087827e-06,1.26855851473594e-06,"Bcl2/Btg2/Prnp/Cebpb/Gclm/Jun/Ppt1/Pink1/Ptprz1/Apoe/Lrp1/Mt3/Mt1/Ntrk2/Nrbp2/Nr3c1/Egln3/Cntfr/Ppp2r2b/Ptprf/Retreg1/Tgfb2",22
"GO:0030900","GO:0030900","forebrain development","27/453","397/23355",2.02691067985231e-08,2.02867321087827e-06,1.26855851473594e-06,"Dbi/Btg2/Atp1a2/Slc1a2/Sox2/Dclk1/Bcan/Dab1/Hes5/Epha5/Cntnap2/Nr2e1/Fgfr1/Aplp2/Atp1b2/Id4/Ntrk2/Id2/Ttc8/Hes1/Tcf7l2/Kif1a/Fgfr2/Slc7a11/Fezf2/Tfap2c/Fabp7",27
"GO:0050803","GO:0050803","regulation of synapse structure or activity","22/453","273/23355",2.15080074798079e-08,2.10686949866033e-06,1.31745577731858e-06,"Lrp4/Prnp/Chmp4b/Sparcl1/Ptn/Apoe/Gpm6a/Pcdh8/Ephb1/Dag1/Sparc/Ntrk2/Nrxn1/Malat1/Ncan/Kif1a/Clstn1/Tpbg/Ptprf/Sybu/Ntrk3/Slc7a11",22
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","23/453","301/23355",2.77129772686385e-08,2.65813640301691e-06,1.66217089538874e-06,"Bcl2/Prdx6/Sirpa/Ogt/Foxo1/Ddah1/Klf4/Prdx1/Pink1/Aldh2/Selenos/Cyba/Clu/Rora/Gnai2/Acox1/Cbs/Pdgfrb/Clcn3/Sirt2/Nfe2l2/Ddit4/Klf2",23
"GO:0001666","GO:0001666","response to hypoxia","19/453","210/23355",3.15422601854382e-08,2.96368501823995e-06,1.85323483581468e-06,"Bcl2/Atp1b1/Kcnk2/Ogt/Ddah1/Pink1/Rgcc/Rora/Zfp36l1/Tmbim6/Cbs/Acaa2/Camk2d/Egln3/Camk2g/Sirt2/Tgfb2/Nfe2l2/Ddit4",19
"GO:0051271","GO:0051271","negative regulation of cellular component movement","23/453","306/23355",3.75670066801721e-08,3.39134311285318e-06,2.12065558865368e-06,"Igfbp5/Bcl2/Klf4/Limch1/Ptn/Cd9/Apoe/Gja1/Lrp1/Cd63/Sfrp1/Calr/Rgcc/Dag1/Atp1b2/Slc9a3r1/Dusp1/Abr/Mcc/Sema6d/Srgap3/Nfe2l2/Rhob",23
"GO:0006979","GO:0006979","response to oxidative stress","27/453","410/23355",3.9504670312165e-08,3.49768273302323e-06,2.18715128145286e-06,"Bcl2/Prdx6/Sirpa/Prnp/Cst3/Foxo1/Gclm/Jun/Prdx1/Pink1/Aldh2/Mgst1/Apoe/Selenos/Psap/Mt3/Sesn3/Fos/Impact/Pdgfrb/Camk2g/Hgf/Sirt2/Slc7a11/Nfe2l2/Rhob/Txnip",27
"GO:0006869","GO:0006869","lipid transport","28/453","438/23355",4.13968405398664e-08,3.59605761972726e-06,2.24866651194706e-06,"Acsl3/Dbi/Soat1/Kcnj10/Slc1a2/Abca1/Scp2/Slco1c1/Apoe/Gja1/Psap/Lrp1/Slc27a1/Myo6/Selenom/Acsl6/Gm2a/Gfap/Pitpnc1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Cry2/Abca8a/Scarb2/Slc7a11/Apoc1",28
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","17/453","171/23355",4.22520069355323e-08,3.60237481354056e-06,2.25261674402886e-06,"Acadl/Slc1a2/Slc16a2/Gstm5/Gstm1/Gclm/Mgst1/Slco1c1/Slc27a1/Ctsb/Gsta4/Ctsl/Dio2/Glo1/Aldh1l1/Slc7a11/Nfe2l2",17
"GO:0050807","GO:0050807","regulation of synapse organization","21/453","261/23355",4.63031380118039e-08,3.80677941797045e-06,2.38043388086999e-06,"Lrp4/Prnp/Chmp4b/Sparcl1/Ptn/Apoe/Gpm6a/Pcdh8/Ephb1/Dag1/Sparc/Ntrk2/Nrxn1/Malat1/Ncan/Kif1a/Clstn1/Tpbg/Ptprf/Ntrk3/Slc7a11",21
"GO:1905475","GO:1905475","regulation of protein localization to membrane","18/453","195/23355",5.34909962414612e-08,4.24607839130495e-06,2.65513384247543e-06,"Acsl3/Ppp2r5a/Lrp4/Prnp/Ogt/Tmem59/Ptn/Cd81/Lrp1/Dag1/Sptbn1/Sqstm1/Nrxn1/Sorbs1/Camk2d/Camk2g/Gsn/Slc7a11",18
"GO:0034329","GO:0034329","cell junction assembly","27/453","432/23355",1.14504209939168e-07,8.23714660249887e-06,5.15080615433591e-06,"Dst/Bcl2/Lrp4/Ptpra/Sdc4/Gpm6b/Limch1/Cd9/Gja1/Lrp1/Gpm6a/Fam107a/Vcl/Fermt2/Cldn10/Myo6/Ephb1/Ntrk2/Ctnnd2/Nrxn1/Nrxn2/Sorbs1/Clstn1/Tpbg/Plxnb1/Ntrk3/Zfp703",27
"GO:0030324","GO:0030324","lung development","19/453","229/23355",1.25316661917955e-07,8.57610982820252e-06,5.36276473092823e-06,"Igfbp5/Sox2/Tnc/Hopx/Fgfr1/Dag1/Sparc/Thra/Sox9/Hes1/Pdgfrb/Chil1/Pdpn/Fgfr2/Celsr1/Slc7a11/Foxj1/Klf2/Meg3",19
"GO:0048511","GO:0048511","rhythmic process","22/453","302/23355",1.28794199992361e-07,8.57610982820252e-06,5.36276473092823e-06,"Ogt/Id3/Per3/Ptn/Bhlhe40/Dbp/Cavin3/Rora/Id4/Ntrk2/Id2/Rorb/Klf9/Cry2/Nr1d1/Phlpp1/Bmpr1b/Adamts1/Bhlhe41/Tef/Ntrk3/Usp2",22
"GO:0009991","GO:0009991","response to extracellular stimulus","25/453","380/23355",1.2896919019322e-07,8.57610982820252e-06,5.36276473092823e-06,"Bcl2/Glul/Slc1a2/Pcsk1n/Lamp2/Foxo1/Vcam1/Jun/Sgip1/Apoe/Zfp36/Mt3/Fam107a/Sesn3/Slc38a3/Nim1k/Fos/Cbs/Impact/Tcf7l2/Sirt2/Fads1/Sorl1/Nfe2l2/Rbp1",25
"GO:0051051","GO:0051051","negative regulation of transport","29/453","492/23355",1.34845518047405e-07,8.57610982820252e-06,5.36276473092823e-06,"Lmbrd1/Bcl2/Pea15a/Atp1a2/Sirpa/Gnas/Ogt/Gpm6b/Syt11/Gem/Apoe/Gja1/Sfrp1/Gnao1/Neo1/Gnai2/Slc9a3r1/Trim9/Tmbim6/Hes1/Gabbr1/Cry2/Camk2d/Abr/Pacsin3/Tgfb2/Serpine2/Usp2/Apoc1",29
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","25/453","381/23355",1.35585672979231e-07,8.57610982820252e-06,5.36276473092823e-06,"Vim/Wwtr1/Notch2/Jun/Hes5/Rgma/Htra1/Sfrp1/Fermt2/Neo1/Sptbn1/Tmem100/Fos/Trps1/Hes1/Pdcd4/Tcf7l2/Itgb5/Bmpr1b/Tob1/Sorl1/Col1a2/Zfp703/Tgfb2/Meg3",25
"GO:0036376","GO:0036376","sodium ion export across plasma membrane","6/453","14/23355",1.3560742972119e-07,8.57610982820252e-06,5.36276473092823e-06,"Atp1b1/Atp1a2/Atp1a1/Slc4a4/Fxyd1/Atp1b2",6
"GO:0051402","GO:0051402","neuron apoptotic process","22/453","303/23355",1.36425282916571e-07,8.57610982820252e-06,5.36276473092823e-06,"Bcl2/Btg2/Prnp/Cebpb/Gclm/Jun/Ppt1/Pink1/Ptprz1/Apoe/Lrp1/Mt3/Mt1/Ntrk2/Nrbp2/Nr3c1/Egln3/Cntfr/Ppp2r2b/Ptprf/Retreg1/Tgfb2",22
"GO:0051961","GO:0051961","negative regulation of nervous system development","16/453","164/23355",1.3725834542608e-07,8.57610982820252e-06,5.36276473092823e-06,"Lrp4/Dab1/Hes5/Ptn/Rgma/Nr2e1/Mt3/Id4/Id2/Hes1/Daam2/Nr1d1/Sirt2/Sorl1/Ntrk3/Sema6d",16
"GO:0016055","GO:0016055","Wnt signaling pathway","27/453","438/23355",1.51043490384973e-07,9.07241825582043e-06,5.67311352363365e-06,"Lrp4/Sox2/Foxo1/Wwtr1/Klf4/Plpp3/Apoe/Dkk3/Lrp1/Sfrp1/Cpe/Fermt2/Ndrg2/Thra/Fzd2/Sox9/Slc9a3r1/Ctnnd2/Daam2/Tcf7l2/Gprc5b/Klf15/Fgfr2/Zfp703/Celsr1/Mcc/Ctnnbip1",27
"GO:0048762","GO:0048762","mesenchymal cell differentiation","19/453","232/23355",1.53703002596436e-07,9.07241825582043e-06,5.67311352363365e-06,"Bcl2/Wwtr1/Gja1/Sfrp1/Fgfr1/Fermt2/Rgcc/Ednrb/Dag1/Tmem100/Sox9/Hes1/Pdcd4/Tcf7l2/Pdpn/Fgfr2/Zfp703/Sema6d/Tgfb2",19
"GO:0198738","GO:0198738","cell-cell signaling by wnt","27/453","440/23355",1.65452115286037e-07,9.64229795920147e-06,6.02946749243587e-06,"Lrp4/Sox2/Foxo1/Wwtr1/Klf4/Plpp3/Apoe/Dkk3/Lrp1/Sfrp1/Cpe/Fermt2/Ndrg2/Thra/Fzd2/Sox9/Slc9a3r1/Ctnnd2/Daam2/Tcf7l2/Gprc5b/Klf15/Fgfr2/Zfp703/Celsr1/Mcc/Ctnnbip1",27
"GO:0098657","GO:0098657","import into cell","20/453","261/23355",2.14102157253596e-07,1.18912479773106e-05,7.43576826053877e-06,"Acsl3/Atp1b1/Atp1a2/Kcnj10/Slc1a2/Prnp/Slc16a2/Gpm6b/Atp1a1/Eps15/Slc27a1/Myo6/Acsl6/Atp1b2/Gfap/Slc1a3/Slc15a2/Sirt2/Slc6a11/Slc7a11",20
"GO:0009069","GO:0009069","serine family amino acid metabolic process","8/453","34/23355",2.19682093037903e-07,1.20406709088869e-05,7.52920456715117e-06,"Phgdh/Gclm/Psph/Tst/Cbs/Psat1/Gldc/Slc7a11",8
"GO:0042552","GO:0042552","myelination","16/453","171/23355",2.44377033920758e-07,1.32366101667196e-05,8.27704257304362e-06,"Kcnj10/Degs1/Hes5/Ptprz1/Ptn/Cd9/Psap/Clu/Dag1/Id4/Ntrk2/Qk/Tcf7l2/Hgf/Sirt2/Ntrk3",16
"GO:0050890","GO:0050890","cognition","23/453","345/23355",3.26355794173439e-07,1.65114513887309e-05,1.03248478549954e-05,"Dbi/Btg2/Atp1a2/Prnp/Gnas/Syt11/Jun/Ppt1/Ptprz1/Ptn/Cntnap2/Apoe/Fam107a/Gm2a/Thra/Ntrk2/Ctnnd2/Nrxn1/Nrxn2/Csmd1/Tpbg/Slc7a11/Ap1s2",23
"GO:0001942","GO:0001942","hair follicle development","13/453","114/23355",3.39519883652091e-07,1.69907559166764e-05,1.06245638648566e-05,"Igfbp5/Bcl2/Dbi/Lrp4/Gnas/Tnfrsf19/Sox9/Ctsl/Trps1/Fgfr2/Celsr1/Tgfb2/Tfap2c",13
"GO:0009636","GO:0009636","response to toxic substance","13/453","115/23355",3.76134181887208e-07,1.84225720575394e-05,1.15198990757169e-05,"Bcl2/Prdx6/Gstm5/Prdx1/Pink1/Gabrb1/Aldh2/Pon2/Mt3/Mt2/Mt1/Slc7a11/Nfe2l2",13
"GO:0010876","GO:0010876","lipid localization","28/453","488/23355",3.83649055606817e-07,1.85928447580398e-05,1.16263730424891e-05,"Acsl3/Dbi/Soat1/Kcnj10/Slc1a2/Abca1/Scp2/Slco1c1/Apoe/Gja1/Psap/Lrp1/Slc27a1/Myo6/Selenom/Acsl6/Gm2a/Gfap/Pitpnc1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Cry2/Abca8a/Scarb2/Slc7a11/Apoc1",28
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","20/453","273/23355",4.39527629710139e-07,2.08617031668606e-05,1.30451228134263e-05,"Acadl/Acsl3/Glul/Degs1/Mid1ip1/Phgdh/Psph/Mgll/Ldhb/Glud1/Acsbg1/Slc1a3/Qk/Cbs/Psat1/Scd2/Nr1d1/Fads1/Acss1/Rbp1",20
"GO:0010721","GO:0010721","negative regulation of cell development","17/453","203/23355",5.05732753430626e-07,2.2934390796626e-05,1.4341204176865e-05,"Lrp4/Dab1/Hes5/Ptn/Rgma/Nr2e1/Mt3/Ednrb/Id4/Id2/Hes1/Daam2/Nr1d1/Sirt2/Sorl1/Ntrk3/Sema6d",17
"GO:0022404","GO:0022404","molting cycle process","13/453","118/23355",5.08103358222384e-07,2.2934390796626e-05,1.4341204176865e-05,"Igfbp5/Bcl2/Dbi/Lrp4/Gnas/Tnfrsf19/Sox9/Ctsl/Trps1/Fgfr2/Celsr1/Tgfb2/Tfap2c",13
"GO:0022405","GO:0022405","hair cycle process","13/453","118/23355",5.08103358222384e-07,2.2934390796626e-05,1.4341204176865e-05,"Igfbp5/Bcl2/Dbi/Lrp4/Gnas/Tnfrsf19/Sox9/Ctsl/Trps1/Fgfr2/Celsr1/Tgfb2/Tfap2c",13
"GO:0032970","GO:0032970","regulation of actin filament-based process","25/453","411/23355",5.60764311211975e-07,2.50656202798052e-05,1.56738926026035e-05,"Atp1a2/Sdc4/Gpm6b/Notch2/Atp1a1/S1pr1/Limch1/Epha5/Fxyd1/Lrp1/Fam107a/Fermt2/Rgcc/Sptbn1/Pdlim4/Ctsl/Ttc8/Pdgfrb/Add3/Pdpn/Ntrk3/Celsr1/Gsn/Tgfb2/Rhob",25
"GO:0071276","GO:0071276","cellular response to cadmium ion","7/453","27/23355",6.25952994737684e-07,2.77104575747336e-05,1.73277473745705e-05,"Sox2/Jun/Mt3/Mt2/Mt1/Fos/Gsn",7
"GO:0040013","GO:0040013","negative regulation of locomotion","22/453","332/23355",6.51849044110109e-07,2.78548161845119e-05,1.74180168879785e-05,"Igfbp5/Bcl2/Klf4/Limch1/Ptn/Apoe/Gja1/Lrp1/Cd63/Sfrp1/Calr/Rgcc/Dag1/Atp1b2/Slc9a3r1/Dusp1/Abr/Mcc/Sema6d/Srgap3/Nfe2l2/Rhob",22
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","17/453","207/23355",6.65514722045246e-07,2.78548161845119e-05,1.74180168879785e-05,"Bcl2/Sirpa/Ogt/Foxo1/Ddah1/Klf4/Pink1/Aldh2/Selenos/Cyba/Clu/Gnai2/Pdgfrb/Clcn3/Sirt2/Nfe2l2/Klf2",17
"GO:0046686","GO:0046686","response to cadmium ion","8/453","39/23355",6.83756916424223e-07,2.810729324301e-05,1.75758944212429e-05,"Prnp/Sox2/Jun/Mt3/Mt2/Mt1/Fos/Gsn",8
"GO:0071496","GO:0071496","cellular response to external stimulus","20/453","281/23355",6.93604113621215e-07,2.82597640629387e-05,1.76712366162461e-05,"Bcl2/Glul/Atp1a2/Slc1a2/Lamp2/Foxo1/Atp1a1/Vcam1/Jun/Fam107a/Sesn3/Slc38a3/Dag1/Sox9/Nim1k/Fos/Impact/Tcf7l2/Fads1/Nfe2l2",20
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","15/453","163/23355",7.18038635113948e-07,2.89986831233738e-05,1.81332933244381e-05,"Bcl2/Atp1b1/Atp1a2/Kcnj10/Gnas/Car2/Atp1a1/Ppt1/Slc4a4/Ednrb/Gnai2/Atp1b2/Slc1a3/Camk2d/Tmem106b",15
"GO:0006865","GO:0006865","amino acid transport","15/453","164/23355",7.76506449512051e-07,3.03720749794839e-05,1.89920949903718e-05,"Kcnj10/Slc1a2/Slc16a2/Sfxn5/Slc7a10/Gja1/Myo6/Slc38a3/Gfap/Slc9a3r1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Slc7a11",15
